cust_num,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow
100023,4941.67,1829.17,880.43,0.548,0.548317032040472,0.178,0.195,14800.5,14800.5,61099.5,2709.6,32515.2,2.268128161888701,149300.5,2232.07
100024,1783.33,664.66,1006.14,0.937,0.936897196261682,0.5640000000000001,0.429,15100.8,15100.8,20099.2,1670.8,20049.6,5.313084112149533,128800.8,112.53
100025,4875.0,1318.43,66.0,0.284,0.283985641025641,0.014,0.631,119700.7,119700.7,69999.3,1384.43,16613.16,0.037606837606837,121900.7,3490.57
100026,6508.33,325.81,564.97,0.137,0.136867605633802,0.087,0.591,131261.1,131261.1,90838.9,890.78,10689.36,0.284250960307298,153461.1,5617.55
100027,2558.33,270.33,360.01,0.246,0.246386970684039,0.141,0.836,24912.8,24912.8,4887.2,630.34,7564.079999999999,0.351791530944625,35712.8,1927.99
100028,6525.0,482.37,890.93,0.21,0.210467432950191,0.137,0.542,143955.2,143955.2,121644.79999999999,1373.3,16479.6,0.348659003831417,171255.2,5151.7
100029,3066.67,414.33,730.95,0.373,0.373460869565217,0.238,0.681,18182.7,18182.7,8517.3,1145.28,13743.36,0.5951086956521741,40082.7,1921.3866666666665
100030,2175.0,781.63,3198.6,1.83,1.829990804597701,1.471,0.56,41664.0,41664.0,32736.0,3980.23,47762.76,20.03065134099617,564464.0,-1805.23
100031,2742.0,730.03,2360.4,1.127,1.127208510638298,0.861,0.364,9354.8,9354.8,16345.2,3090.4300000000003,37085.16,11.72644376899696,395154.8,-348.76
100032,3775.0,1132.37,1522.06,0.7030000000000001,0.7031602649006621,0.403,0.437,20014.6,20014.6,25785.4,2654.43,31853.16,5.538631346578367,270914.6,1120.57
100033,3642.0,917.83,757.38,0.46,0.460011899313501,0.208,0.358,23699.6,23699.6,42500.4,1675.21,20102.52,0.620137299771167,50799.6,1966.4566666666665
100034,9908.33,2201.94,970.94,0.32,0.32022338099243,0.098,0.62,131254.0,131254.0,80446.0,3172.88,38074.56,0.174095878889823,151954.0,6735.453333333334
100035,2633.33,315.0,561.72,0.333,0.33293164556962,0.213,0.515,19982.0,19982.0,18818.0,876.72,10520.64,0.547468354430379,37282.0,1756.61
100036,6041.67,2173.13,33.68,0.365,0.365265103448275,0.006,0.547,50706.9,50706.9,41993.1,2206.81,26481.72,0.017931034482758,52006.9,3834.856666666667
100037,3108.33,449.75,703.24,0.371,0.370935120643431,0.226,0.445,42186.0,42186.0,52614.0,1152.99,13835.88,0.5656836461126,63286.0,1955.3433333333335
100038,4041.67,259.77,207.0,0.115,0.115489484536082,0.051,0.444,37917.6,37917.6,47482.4,466.77,5601.24,0.142268041237113,44817.6,3574.8966666666665
100039,3208.33,661.03,492.0,0.359,0.359385974025974,0.153,0.67,73901.0,73901.0,36399.0,1153.03,13836.36,0.425974025974025,90301.0,2055.3
100040,2816.67,751.31,339.0,0.387,0.387092307692307,0.12,0.473,36515.6,36515.6,40684.4,1090.31,13083.72,0.334319526627218,47815.6,1726.3566666666666
100041,6108.0,1387.26,48.0,0.235,0.23496753069577,0.008,0.6920000000000001,95634.4,95634.4,42565.6,1435.26,17223.12,0.021828103683492,97234.4,4673.07
100042,1858.33,425.59,2103.82,1.361,1.361117488789237,1.132,0.486,26292.6,26292.6,27807.4,2529.41,30352.92000000001,14.515695067264572,349992.6,-671.08
100043,2875.0,633.61,1470.36,0.732,0.7318156521739131,0.511,0.394,,34120.4,52479.6,2103.97,25247.64,6.107246376811594,244820.4,771.0300000000002
100044,5783.33,1620.18,389.07,0.347,0.347420749279538,0.067,0.277,57671.4,57671.4,150528.6,2009.25,24111.0,0.247838616714697,74871.4,3774.08
100045,3091.67,717.44,1422.27,0.6920000000000001,0.69208948787062,0.46,0.706,76601.0,76601.0,31899.0,2139.71,25676.52,7.239892183288409,345201.0,951.96
100046,3450.0,426.91,572.48,0.29,0.289678260869565,0.166,0.249,24177.9,24177.9,72922.1,999.39,11992.68,0.297101449275362,36477.9,2450.6099999999997
100047,1666.67,160.88,1322.75,0.89,0.8901779999999999,0.794,0.39,13416.0,13416.0,20984.0,1483.63,17803.56,10.345,220316.0,183.04
100048,3967.0,1133.37,99.0,0.311,0.310681512605042,0.025,0.112,4513.6,4513.6,35786.4,1232.37,14788.44,0.069327731092436,7813.6,2734.3
100049,3908.0,757.33,894.5,0.423,0.422643070362473,0.229,0.195,21528.0,21528.0,88872.0,1651.83,19821.96,0.5948827292110871,49428.0,2256.5
100050,4525.0,849.71,325.94,0.26,0.259812154696132,0.072,0.646,101228.2,101228.2,55471.8,1175.65,14107.8,0.178637200736648,110928.2,3349.35
100051,5567.0,553.47,294.0,0.152,0.152240119760479,0.053,0.316,57448.8,57448.8,124351.2,847.47,10169.64,0.146706586826347,67248.8,4719.196666666667
100052,1666.67,476.48,3992.07,2.681,2.68113,2.395,0.515,12669.0,12669.0,11931.0,4468.55,53622.600000000006,19.645,405569.0,-2801.88
100053,2150.0,309.91,728.76,0.483,0.483102325581395,0.339,0.672,41395.2,41395.2,20204.8,1038.67,12464.04,0.8410852713178291,63095.2,1111.33
100054,5416.67,1453.47,385.14,0.339,0.339435692307692,0.071,0.421,51067.3,51067.3,70232.7,1838.61,22063.32,0.986153846153846,115167.3,3578.06
100055,1666.67,187.34,1606.35,1.076,1.076213999999999,0.964,0.838,10642.6,10642.6,2057.3999999999996,1793.69,21524.28,15.03,311242.6,-127.02333333333308
100056,5141.67,1959.79,177.48,0.416,0.415676499189627,0.035,0.503,26306.9,26306.9,25993.1,2137.27,25647.24,0.137763371150729,34806.9,3004.4
100057,3975.0,1039.58,430.67,0.37,0.369874213836478,0.108,0.294,8261.4,8261.4,19838.6,1470.25,17643.0,0.333333333333333,24161.4,2504.75
100058,6533.33,1111.22,1581.45,0.412,0.412143367346938,0.242,0.724,52345.2,52345.2,19954.800000000003,2692.67,32312.04,3.452806122448979,323045.2,3840.66
100059,5100.0,1087.84,446.02,0.301,0.300756862745098,0.087,0.191,23664.9,23664.9,100235.1,1533.86,18406.32,0.217320261437908,36964.9,3566.1400000000003
100060,1666.67,232.47,720.25,0.5720000000000001,0.571632,0.432,0.417,12801.9,12801.9,17898.1,952.72,11432.64,1.57,44201.9,713.95
100061,4166.67,1068.3,1426.84,0.599,0.5988336,0.342,0.35,40040.0,40040.0,74360.0,2495.14,29941.68,5.328,306440.0,1671.53
100062,16175.0,5290.52,1957.62,0.448,0.448107573415765,0.121,0.536,268000.0,268000.0,232000.0,7248.14,86977.68000000001,1.883049974240082,633500.0,8926.86
100063,2750.0,490.68,592.15,0.394,0.393756363636363,0.215,0.227,7808.8,7808.8,26591.2,1082.83,12993.96,0.5393939393939391,25608.8,1667.17
100064,5841.67,1222.16,328.34,0.265,0.265420827389443,0.056,0.924,133980.0,133980.0,11020.0,1550.5,18606.0,0.182596291012838,146780.0,4291.17
100065,4158.0,1182.23,408.49,0.383,0.382537875751503,0.098,0.772,26556.8,26556.8,7843.200000000001,1590.72,19088.64,0.092184368737474,31156.8,2567.61
100066,6850.0,845.4,1061.95,0.278,0.278445255474452,0.155,0.223,14963.3,14963.3,52136.7,1907.35,22888.2,2.194647201946472,195363.3,4942.65
100067,6500.0,557.6,466.24,0.158,0.157513846153846,0.072,0.602,112754.6,112754.6,74545.4,1023.84,12286.08,0.182051282051282,126954.6,5476.16
100068,2700.0,810.46,1395.94,0.8170000000000001,0.817185185185185,0.517,0.592,21548.8,21548.8,14851.2,2206.4,26476.800000000003,8.768518518518519,305648.8,493.5999999999999
100069,3991.67,541.35,402.23,0.236,0.236387473903966,0.101,0.361,40395.9,40395.9,71504.1,943.58,11322.96,0.260960334029227,52895.9,3048.09
100070,9050.0,2903.16,465.0,0.372,0.372172375690607,0.051,0.417,111380.7,111380.7,155719.3,3368.16,40417.92,0.142725598526703,126880.7,5681.84
100071,1850.0,339.22,2794.94,1.694,1.69414054054054,1.511,0.416,21340.8,21340.8,29959.2,3134.16,37609.92,18.923423423423426,441440.8,-1284.16
100072,5450.0,678.9,2296.63,0.546,0.5459688073394491,0.421,0.66,27456.0,27456.0,14144.0,2975.53,35706.36,5.299694189602446,374056.0,2474.47
100073,5191.67,1211.09,288.49,0.289,0.288843659711075,0.056,0.646,85982.6,85982.6,47117.4,1499.58,17994.96,0.218298555377207,99582.6,3692.09
100074,2217.0,412.14,1223.08,0.738,0.7376932330827061,0.552,0.542,34308.6,34308.6,28991.4,1635.22,19622.64,0.518796992481203,48108.6,581.45
100075,2416.67,929.39,261.0,0.493,0.492575172413793,0.108,0.249,19347.3,19347.3,58352.7,1190.39,14284.679999999998,0.3,28047.3,1226.28
100076,6158.33,1988.27,303.0,0.372,0.372060081190798,0.049,0.225,21915.0,21915.0,75485.0,2291.27,27495.24,0.136671177266576,32015.0,3867.06
100077,3550.0,962.87,911.41,0.528,0.527966197183098,0.257,0.549,52374.6,52374.6,43025.4,1874.28,22491.36,2.943661971830986,177774.6,1675.72
100078,2816.67,518.79,2106.55,0.932,0.9320733727810652,0.748,0.627,51727.5,51727.5,30772.5,2625.34,31504.08,14.411242603550296,538827.5,191.33
100079,6675.0,620.24,159.0,0.117,0.116740074906367,0.024,0.144,33019.2,33019.2,196280.8,779.24,9350.88,0.066167290886392,38319.2,5895.76
100080,1700.0,538.78,3094.69,2.137,2.137335294117647,1.82,0.245,10216.5,10216.5,31483.5,3633.47,43601.64,16.274509803921568,342216.5,-1933.47
100081,2008.33,376.87,2405.18,1.385,1.385253112033195,1.198,0.411,25851.9,25851.9,37048.1,2782.05,33384.6,13.970954356846471,362551.9,-773.72
100082,7742.0,2743.22,1601.15,0.561,0.56116727664155,0.207,0.19,23522.0,23522.0,100278.0,4344.37,52132.44,3.44994617868676,344022.0,3397.296666666667
100083,1666.67,490.26,419.52,0.546,0.545867999999999,0.252,0.621,25212.6,25212.6,15387.4,909.78,10917.36,0.63,37812.6,756.8866666666668
100084,2725.0,220.59,581.09,0.294,0.294194495412844,0.213,0.715,46618.0,46618.0,18582.0,801.68,9620.16,0.688073394495412,69118.0,1923.32
100085,1667.0,582.77,126.0,0.425,0.425262,0.076,0.191,11746.5,11746.5,49753.5,708.77,8505.24,0.21,15946.5,957.9
100086,3875.0,497.66,2926.27,0.884,0.883594838709677,0.755,0.347,31056.5,31056.5,58443.5,3423.93,41087.16,9.812903225806451,487356.5,451.07
100087,2958.0,403.96,881.87,0.435,0.43464676056338,0.298,0.49,12348.0,12348.0,12852.0,1285.83,15429.96,0.518309859154929,30748.0,1672.5
100088,2458.33,719.96,279.0,0.406,0.406356610169491,0.113,0.45,32715.0,32715.0,39985.0,998.96,11987.52,0.315254237288135,42015.0,1459.37
100089,3150.0,232.93,291.0,0.166,0.166326984126984,0.092,0.224,24057.6,24057.6,83342.4,523.93,6287.160000000001,0.256613756613756,33757.6,2626.07
100090,1666.67,160.75,636.39,0.478,0.478284,0.382,0.17,7565.0,7565.0,36935.0,797.14,9565.68,1.17,30965.0,869.53
100091,9625.0,1113.01,68.84,0.123,0.12278961038961,0.007,0.554,59333.4,59333.4,47766.6,1181.85,14182.2,0.023376623376623,62033.4,8443.15
100092,4416.67,1006.21,1510.17,0.5700000000000001,0.5697464150943391,0.342,0.669,62016.3,62016.3,30683.7,2516.38,30196.56,6.115094339622641,386116.3,1900.29
100093,3291.67,412.36,91.58,0.153,0.153095696202531,0.028,0.462,51051.0,51051.0,59449.0,503.94,6047.28,0.091139240506329,54651.0,2787.73
100094,3675.0,288.39,1189.39,0.402,0.402117006802721,0.324,0.758,87624.8,87624.8,27975.2,1477.78,17733.36,2.972789115646258,218724.8,2197.22
100095,2491.67,127.69,637.21,0.307,0.306983277591973,0.256,0.426,29777.4,29777.4,40122.6,764.9,9178.8,3.632107023411371,138377.4,1726.77
100096,4650.0,1030.94,2546.53,0.769,0.7693483870967741,0.548,0.593,23245.6,23245.6,15954.400000000001,3577.47,42929.64,8.329749103942651,488045.6,1072.53
100097,7083.33,1469.05,2828.4,0.607,0.6066988235294111,0.399,0.632,,41396.0,24104.0,4297.45,51569.4,4.644705882352941,436196.0,2785.88
100098,2183.33,658.99,237.0,0.41,0.410377099236641,0.109,0.209,11056.1,11056.1,41843.9,895.99,10751.88,0.301526717557251,18956.1,1287.34
100099,2716.67,422.02,29.15,0.166,0.166074846625766,0.011,0.559,28173.6,28173.6,22226.4,451.17,5414.039999999999,0.039877300613496,29473.6,2265.5
100100,2666.67,383.44,1303.45,0.633,0.63258375,0.489,0.591,37883.1,37883.1,26216.9,1686.89,20242.68,0.8468749999999999,64983.1,979.78
100101,4358.33,1065.81,294.0,0.312,0.312002294455066,0.067,0.551,72952.4,72952.4,59447.6,1359.81,16317.72,0.187380497131931,82752.4,2998.523333333333
100102,3016.67,595.39,252.0,0.281,0.280902762430939,0.084,0.136,9424.8,9424.8,59875.2,847.39,10168.68,0.232044198895027,17824.8,2169.28
100103,3341.67,217.26,897.39,0.334,0.333561097256857,0.269,0.498,29531.4,29531.4,29768.6,1114.65,13375.8,0.6807980049875311,56831.4,2227.02
100104,7316.67,772.84,402.0,0.161,0.160570387243735,0.055,0.305,54442.5,54442.5,124057.5,1174.84,14098.080000000002,0.15261958997722,67842.5,6141.826666666667
100105,6950.0,856.35,855.11,0.246,0.246253237410071,0.123,0.342,66211.2,66211.2,127388.8,1711.46,20537.52,1.299760191846522,174611.2,5238.54
100106,8083.33,1407.29,135.0,0.191,0.190798762886597,0.017,0.683,209749.3,209749.3,97350.70000000001,1542.29,18507.48,0.046391752577319,214249.3,6541.04
100107,3075.0,317.63,2493.41,0.914,0.9141593495934952,0.811,0.325,21742.5,21742.5,45157.5,2811.04,33732.48,12.688346883468837,489942.5,263.96000000000004
100108,4941.67,1204.02,2733.23,0.797,0.796745362563237,0.553,0.555,55333.5,55333.5,44366.5,3937.25,47247.0,8.460370994940979,557033.5,1004.42
100109,5691.67,427.88,600.26,0.181,0.18063953147877,0.105,0.197,27619.4,27619.4,112580.6,1028.14,12337.679999999998,0.330893118594436,50219.4,4663.526666666667
100110,3516.67,1262.52,183.78,0.411,0.411270142180094,0.052,0.448,27731.2,27731.2,34168.8,1446.3,17355.6,0.203791469194312,36331.2,2070.37
100111,5258.33,2064.96,1041.34,0.591,0.590738510301109,0.198,0.333,54578.7,54578.7,109321.3,3106.3,37275.600000000006,0.488114104595879,85378.7,2152.03
100112,5042.0,1028.98,2976.07,0.794,0.7943900826446281,0.59,0.721,79454.2,79454.2,30745.800000000003,4005.05,48060.600000000006,8.023140495867768,564854.2,1036.6166666666668
100113,1950.0,652.55,2979.73,1.863,1.862707692307692,1.528,0.516,10784.4,10784.4,10115.6,3632.2799999999997,43587.36,16.252136752136753,391084.4,-1682.28
100114,3108.0,708.97,3012.59,1.197,1.197284718498659,0.969,0.422,13799.4,13799.4,18900.6,3721.5600000000004,44658.72,9.621983914209116,372699.4,-613.2266666666669
100115,7658.0,409.39,207.0,0.08,0.08048618063112,0.027,0.73,185566.0,185566.0,68634.0,616.39,7396.68,0.075081610446137,192466.0,7041.943333333333
100116,4650.0,405.64,191.19,0.128,0.128350537634408,0.041,0.587,25593.2,25593.2,18006.8,596.8299999999999,7161.959999999999,0.132616487455197,32993.2,4053.17
100117,2992.0,781.92,114.0,0.299,0.299471866295264,0.038,0.202,,5029.8,19870.2,895.92,10751.04,0.105849582172701,8829.8,2095.75
100118,2433.33,304.92,129.77,0.179,0.178639726027397,0.053,0.516,19143.6,19143.6,17956.4,434.69000000000005,5216.280000000001,0.164383561643835,23943.6,1998.64
100119,2525.0,799.75,555.36,0.537,0.536677227722772,0.22,0.613,35124.9,35124.9,22175.1,1355.11,16261.320000000002,0.537953795379537,51424.9,1169.89
100120,6350.0,1057.46,920.09,0.311,0.311425196850393,0.145,0.784,80438.4,80438.4,22161.6,1977.5500000000002,23730.6,2.578740157480315,276938.4,4372.45
100121,9100.0,1527.06,1899.77,0.377,0.376574725274725,0.209,0.655,126415.0,126415.0,66585.0,3426.83,41121.96,2.000915750915751,344915.0,5673.17
100122,7491.67,796.08,241.7,0.139,0.138524582869855,0.032,0.405,26770.5,26770.5,39329.5,1037.78,12453.36,0.081201334816462,34070.5,6453.89
100123,3241.67,800.49,252.0,0.325,0.324675578406169,0.078,0.5760000000000001,32544.0,32544.0,23956.0,1052.49,12629.88,0.215938303341902,40944.0,2189.1766666666663
100124,4925.0,480.91,294.0,0.157,0.157342131979695,0.06,0.448,57344.0,57344.0,70656.0,774.91,9298.920000000002,0.165820642978003,67144.0,4150.09
100125,4841.67,1817.37,1645.82,0.715,0.715288812392426,0.34,0.165,20311.5,20311.5,102788.5,3463.1899999999996,41558.28,5.449225473321859,336911.5,1378.48
100126,1941.67,401.38,3445.44,1.981,1.981194849785407,1.774,0.543,26064.0,26064.0,21936.0,3846.82,46161.84,19.07296137339056,470464.0,-1905.15
100127,9166.67,2226.15,264.0,0.272,0.271652727272727,0.029,0.327,72855.6,72855.6,149944.4,2490.15,29881.800000000003,0.08,81655.6,6676.516666666666
100128,4583.0,1549.3,468.0,0.44,0.440138181818181,0.102,0.561,26591.4,26591.4,20808.6,2017.3,24207.6,0.283636363636363,42191.4,2566.03
100129,3766.67,1064.48,2205.81,0.868,0.8682185840707961,0.586,0.104,12604.8,12604.8,108595.2,3270.29,39243.48,6.575221238938053,309804.8,496.38
100130,9758.33,1294.66,333.0,0.167,0.166796925704526,0.034,0.182,20183.8,20183.8,90716.2,1627.66,19531.92,0.094790777113578,31283.8,8130.67
100131,2591.67,622.32,1598.98,0.857,0.8570932475884241,0.617,0.536,24602.4,24602.4,21297.6,2221.3,26655.6,6.019292604501608,211802.4,370.36666666666633
100132,3991.67,1317.75,177.34,0.375,0.374552818371607,0.044,0.396,20671.2,20671.2,31528.8,1495.09,17941.079999999998,0.079331941544885,24471.2,2496.58
100133,4083.33,693.4,309.31,0.246,0.245561632653061,0.076,0.67,60099.0,60099.0,29601.0,1002.71,12032.52,0.193877551020408,69599.0,3080.62
100134,1666.67,155.67,1067.01,0.734,0.7336079999999999,0.64,0.419,24302.0,24302.0,33698.0,1222.68,14672.16,8.565,195602.0,443.9866666666667
100135,3616.67,813.53,1918.81,0.755,0.7554857142857141,0.531,0.317,41305.1,41305.1,88994.9,2732.34,32788.08,6.506912442396313,323705.1,884.33
100136,8350.0,776.47,607.89,0.166,0.165791616766467,0.073,0.219,31711.2,31711.2,113088.8,1384.36,16612.32,0.228542914171656,54611.2,6965.64
100137,4667.0,428.91,588.91,0.218,0.218104285714285,0.126,0.607,27557.8,27557.8,17842.2,1017.8199999999999,12213.84,0.319642857142857,45457.8,3648.8466666666673
100138,3591.67,414.07,108.0,0.145,0.145355916473317,0.03,0.421,15113.9,15113.9,20786.1,522.07,6264.839999999999,0.08352668213457,18713.9,3069.6
100139,2425.0,440.7,252.0,0.286,0.285649484536082,0.104,0.435,27448.5,27448.5,35651.5,692.7,8312.400000000001,0.288659793814432,35848.5,1732.3
100140,4800.0,947.11,497.49,0.301,0.300958333333333,0.104,0.199,8696.3,8696.3,35003.7,1444.6,17335.199999999997,1.572916666666666,99296.3,3355.4
100141,1783.0,245.82,1446.46,0.949,0.948942056074766,0.811,0.49,13622.0,13622.0,14178.0,1692.28,20307.36,9.742990654205608,222122.0,91.05
100142,2483.33,651.6,1249.12,0.765,0.7653906040268451,0.503,0.135,10773.0,10773.0,69027.0,1900.72,22808.64,1.258389261744966,48273.0,582.6133333333337
100143,2933.0,906.0,111.0,0.347,0.346704545454545,0.038,0.389,21784.0,21784.0,34216.0,1017.0,12204.0,0.105113636363636,25484.0,1916.33
100144,3266.67,1200.19,968.01,0.664,0.663734693877551,0.296,0.382,18565.2,18565.2,30034.8,2168.2,26018.4,4.862244897959184,209165.2,1098.47
100145,1925.0,225.76,803.27,0.535,0.534561038961038,0.417,0.6880000000000001,25662.4,25662.4,11637.599999999999,1029.03,12348.36,3.58008658008658,108362.4,895.97
100146,2883.0,1000.92,259.66,0.437,0.437195375722543,0.09,0.6000000000000001,44160.0,44160.0,29440.0,1260.58,15126.96,0.326589595375722,55460.0,1622.75
100147,3550.0,962.14,294.0,0.354,0.353842253521126,0.083,0.321,11652.3,11652.3,24647.7,1256.1399999999999,15073.679999999998,0.230046948356807,21452.3,2293.86
100148,5175.0,884.22,312.0,0.231,0.231153623188405,0.06,0.754,108726.8,108726.8,35473.2,1196.22,14354.64,0.167471819645732,119126.8,3978.78
100149,2850.0,794.52,2238.74,1.064,1.064301754385964,0.786,0.551,51959.3,51959.3,42340.7,3033.2599999999998,36399.12,9.567251461988304,379159.3,-183.25999999999976
100150,3241.67,1099.93,210.0,0.404,0.404091516709511,0.065,0.381,30441.9,30441.9,49458.1,1309.93,15719.16,0.179948586118251,37441.9,1931.74
100151,8683.33,1415.01,1396.28,0.324,0.323757005758157,0.161,0.409,75624.1,75624.1,109275.9,2811.29,33735.48,0.281190019193857,104924.1,5872.043333333334
100152,2542.0,830.2,374.04,0.474,0.473799344262295,0.147,0.499,35977.9,35977.9,36122.1,1204.24,14450.88,0.367213114754098,47177.9,1337.43
100153,8008.33,1477.68,144.0,0.202,0.202499063475546,0.018,0.358,106433.4,106433.4,190866.6,1621.68,19460.16,0.049947970863683,111233.4,6386.65
100154,2675.0,476.51,561.22,0.388,0.38793644859813,0.21,0.301,13484.8,13484.8,31315.2,1037.73,12452.76,0.7632398753894081,37984.8,1637.27
100155,2400.0,861.68,1063.14,0.802,0.8020083333333331,0.443,0.485,27645.0,27645.0,29355.0,1924.82,23097.840000000004,6.111111111111111,203645.0,475.18
100156,5633.33,746.93,446.89,0.212,0.211920710059171,0.079,0.738,42951.6,42951.6,15248.4,1193.82,14325.84,0.146449704142011,52851.6,4439.51
100157,3333.0,468.99,1452.64,0.5760000000000001,0.576489,0.436,0.622,51315.0,51315.0,31185.0,1921.63,23059.56,5.8425,285015.0,1411.7033333333334
100158,5100.0,1102.86,349.06,0.285,0.284690196078431,0.068,0.171,16843.5,16843.5,81656.5,1451.9199999999998,17423.039999999997,0.22875816993464,30843.5,3648.08
100159,4800.0,557.02,111.0,0.139,0.139170833333333,0.023,0.193,23160.0,23160.0,96840.0,668.02,8016.24,0.064236111111111,26860.0,4131.98
100160,3183.33,300.58,1878.66,0.685,0.684578010471204,0.59,0.199,8039.6,8039.6,32360.4,2179.24,26150.880000000005,6.552356020942408,258339.6,1004.0933333333332
100161,5908.33,1688.46,200.55,0.32,0.319719605077574,0.034,0.646,66085.8,66085.8,36214.2,1889.01,22668.12,0.107193229901269,73685.8,4019.323333333333
100162,3366.67,452.34,74.26,0.156,0.156415841584158,0.022,0.131,4742.2,4742.2,31457.8,526.6,6319.200000000001,0.074257425742574,7742.2,2840.07
100163,2016.67,400.51,1405.2,0.895,0.895393388429752,0.6970000000000001,0.84,30996.0,30996.0,5904.0,1805.71,21668.52,9.768595041322314,267396.0,210.96
100164,5091.67,2009.02,491.43,0.491,0.491086743044189,0.097,0.462,25779.6,25779.6,30020.4,2500.45,30005.4,0.297872340425531,43979.6,2591.22
100165,2742.0,857.99,226.96,0.396,0.395726443768997,0.083,0.287,15584.1,15584.1,38715.9,1084.95,13019.4,0.206686930091185,22384.1,1656.72
100166,1666.67,337.84,2584.94,1.754,1.753668,1.5510000000000002,0.458,9892.8,9892.8,11707.2,2922.78,35073.36,23.275,475392.8,-1256.11
100167,1666.67,198.47,1550.21,1.049,1.049208,0.93,0.25,2825.0,2825.0,8475.0,1748.68,20984.16,10.395,210725.0,-82.01
