customer_id,application_id,pred_default_proba,actual_default_flag
10085,644270,0.03586951710283852,False
10086,598723,0.004670622564727379,False
10087,631864,0.04725909529192867,False
10088,609877,0.0683904267093023,False
10089,575506,0.01377760725417684,False
10090,593976,0.6817176817489171,True
10091,602028,0.8880294636991798,True
10092,560457,0.01664029935995896,False
10093,564760,0.08606781030043928,False
10094,636706,0.0025,False
10095,636751,0.024332586859267948,False
10096,626140,0.0268365500102217,False
10097,600119,0.01653558645057818,False
10098,574651,0.0,False
10099,616016,0.04762254774444275,False
10100,597252,0.0025,False
10101,633139,0.1266398901041434,False
10102,627157,0.011853364733051312,False
10103,610143,0.012047382908450956,False
10104,604443,0.009397400790089222,False
10105,589746,0.0073723874709719,False
10106,584319,0.02151894902960487,False
10107,558729,0.0440599241437126,False
10108,638574,0.011812849484148949,False
10109,634678,0.0023723874709718996,False
10110,625937,0.0070539753118626525,False
10111,640593,0.009576899902038102,False
10112,634198,0.009122752722424545,False
10113,600017,0.046684040029823064,False
10114,618439,0.02585975912322679,False
10115,611087,0.016977532623553605,False
10116,610333,0.059726207205564104,False
10117,572904,0.04969356279872143,False
10118,586722,0.024071800522984015,False
10119,631340,0.030992767138830164,False
10120,627379,0.011998602838978077,False
10121,583397,0.014246720076185127,False
10122,636451,0.009913452372429852,False
10123,607580,0.02183252046500422,False
10124,629134,0.019436467722095653,False
10125,584668,0.0,False
10126,623262,0.006777036933105348,False
10127,576425,0.014364227665952127,False
10128,559746,0.0285525398439619,False
10129,584125,0.02774746518694035,False
10130,593381,0.01698849789971698,False
10131,628388,0.004619452724008328,False
10132,586281,0.03730378706352648,False
10133,584421,0.011404436646739487,False
10134,632688,0.021059883027493776,False
10135,571097,0.04360187955518434,False
10136,612197,0.009955963942962092,False
10137,642878,0.011516872991794493,False
10138,640395,0.012129557663269426,False
10139,549813,0.009468772010104232,False
10140,550017,0.01829217181253527,False
10141,560574,0.004557337084822848,False
10142,590350,0.0068245322365190035,False
10143,557690,0.009682390282755544,False
10144,579098,0.006341167211073124,False
10145,638116,0.007117140394686484,False
10146,550118,0.004850173801973941,False
10147,597719,0.016702495866430193,False
10148,607658,0.028949872232702862,False
10149,552812,0.0047571701922975275,False
10150,627738,0.029295326850601176,False
10151,635170,0.026833702576659443,False
10152,586514,0.006897400790089221,False
10153,545660,0.014665083664241756,False
10154,643237,0.016304005908838775,False
10155,627833,0.012187189307118982,False
10156,558718,0.004652625848145422,False
10157,624686,0.004629557663269427,False
10158,575977,0.03248341075537487,False
10159,558593,0.044311643535413704,False
10160,585782,0.027241432646680552,False
10161,611527,0.021963612886694205,False
10162,623124,0.008680089807247392,False
10163,569172,0.03895518908095206,False
10164,568208,0.016610372079920756,False
10165,642353,0.0,False
10166,567786,0.029117704658028817,False
10167,548025,0.013394263299317127,False
10168,586789,0.019302112026766648,False
10169,593981,0.7954650241061372,True
10170,567308,0.016852515374619747,False
10171,566119,0.019585521606231518,False
10172,631027,0.018717956183980148,False
10173,632920,0.01418677816305678,False
10174,574617,0.026721446560316133,False
10175,637278,0.09000816301628549,False
10176,613218,0.04830371219575191,False
10177,609277,0.033958509885633016,False
10178,595813,0.01723056107638743,False
10179,571547,0.018784250243033637,False
10180,594757,0.0073723874709719,False
10181,587525,0.014426362782834554,False
10182,573850,0.7922526503548903,True
10183,600111,0.0638654686465257,False
10184,580290,0.02629444980816549,False
10185,601131,0.026805867246493708,False
10186,624071,0.0069097960404429495,False
10187,550258,0.008871844361943222,False
10188,614949,0.0290680233548166,False
10189,615463,0.002257170192297527,False
10190,600807,0.035675900307065286,False
10191,556879,0.006839172049987774,False
10192,601612,0.057702495475240576,False
10193,564794,0.030261393719848123,False
10194,613860,0.01147947979578768,False
10195,595246,0.11414827968653835,False
10196,635503,0.004302823503083418,False
10197,597678,0.006723141147489842,False
10198,575757,0.10980514468619265,False
10199,579367,0.0355682002387952,False
10200,560088,0.035351814957182384,False
10201,572712,0.01701142248989243,False
10202,590914,0.03588771921579122,False
10203,579867,0.006815905229340926,False
10204,555344,0.006599684537548551,False
10205,635921,0.6578477321952046,True
10206,545484,0.04051870784820126,False
10207,622523,0.01196798821070779,False
10208,580890,0.12600330283081448,False
10209,610145,0.04839257688542576,False
10210,555834,0.08380128311432967,False
10211,549015,0.03934012697886938,False
10212,545615,0.0023723874709718996,False
10213,582922,0.0135294090933433,False
10214,633945,0.01676978826106112,False
10215,574025,0.041983069279781376,False
10216,595350,0.022251281142014943,False
10217,578478,0.02413368198601913,False
10218,603547,0.04092423392534594,False
10219,571816,0.018791377317700402,False
10220,581699,0.0,False
10221,545064,0.019550710166819946,False
10222,553660,0.017032905096438178,False
10223,559800,0.009541866582125795,False
10224,549482,0.02155237951506988,False
10225,626789,0.028661606839037016,False
10226,629166,0.011615457133813538,False
10227,547308,0.019104719993273803,False
10228,581193,0.004934522587854325,False
10229,583662,0.009377066794563422,False
10230,603038,0.014700738884905891,False
10231,575203,0.7026625489882689,True
10232,599588,0.012051482207627863,False
10233,564057,0.6541419526035485,True
10234,628703,0.032534751699416394,False
10235,571767,0.009034207125402876,False
10236,551923,0.01722729024848655,False
10237,551938,0.0023723874709718996,False
10238,590259,0.06242191051755069,False
10239,546760,0.018075952585119615,False
10240,559946,0.009410660068527367,False
10241,563907,0.00482835141393399,False
10242,621000,0.007466826875862905,False
10243,576935,0.04149900234284974,False
10244,566728,0.019005770815083294,False
10245,585153,0.011496698924105066,False
10246,598635,0.07701226694536553,False
10247,553956,0.009787845571558845,False
10248,632637,0.019123770212781836,False
10249,582423,0.0066758494920664295,False
10250,628098,0.002434522587854325,False
10251,611063,0.016831923377943547,False
10252,579447,0.04356619159788215,False
10253,586756,0.004890486530816416,False
10254,584384,0.027979361021213327,False
10255,625829,0.14763791282309813,False
10256,555774,0.012247867694901217,False
10257,601093,0.006942902770316319,False
10258,606342,0.016303589505234348,False
10259,633194,0.6509462118692758,True
10260,589117,0.019613669690437128,False
10261,600001,0.0049336537517258115,False
10262,598321,0.03519915161343817,False
10263,571764,0.06805178627397472,False
10264,618011,0.0374564242406889,False
10265,610684,0.06054771834423718,False
10266,587015,0.009652625848145422,False
10267,642659,0.02172478226329214,False
10268,557044,0.043752231446329726,False
10269,614230,0.04156602538536508,False
10270,583226,0.012319169239151707,False
10271,585683,0.011153761126919832,False
10272,575792,0.6424403233496848,True
10273,600939,0.01436231534487923,False
10274,640207,0.01177550291085655,False
10275,566949,0.015718281340886285,False
10276,562407,0.023823772198617123,False
10277,601237,0.07554325062303763,False
10278,643193,0.018794037870125502,False
10279,568846,0.028375139490512433,False
10280,595036,0.01778686732972522,False
10281,603792,0.004828351413933991,False
10282,576138,0.07566944770459477,False
10283,606035,0.029651555332922373,False
10284,637323,0.006959535906971646,False
10285,625622,0.04084870701486919,False
10286,596519,0.0073764443277959035,False
10287,578673,0.033348214054226395,False
10288,627800,0.053286616678922406,False
10289,618702,0.008995140193396445,False
10290,612040,0.04911873052093082,False
10291,633601,0.03858331852353194,False
10292,557915,0.0335466667809415,False
10293,553051,0.039837367485067415,False
10294,638174,0.011137404335377082,False
10295,558708,0.004587148435999747,False
10296,575696,0.07380789001140876,False
10297,617652,0.004262397119636577,False
10298,565086,0.045065261415162594,False
10299,602964,0.011391954782906005,False
10300,565743,0.0746702525366168,False
10301,581488,0.016239915135340243,False
10302,553319,0.0209066044468574,False
10303,623065,0.0066758494920664295,False
10304,622196,0.02451842920682308,False
10305,622445,0.028469078259507126,False
10306,644630,0.0071287873580873655,False
10307,637065,0.08534228698952714,False
10308,574569,0.004557337084822848,False
10309,579601,0.012434522587854326,False
10310,561679,0.005,False
10311,594777,0.011714901816222922,False
10312,607408,0.009666119091694509,False
10313,559022,0.009465970955192315,False
10314,596970,0.01155564848051064,False
10315,552822,0.050258099156559106,False
10316,573715,0.016443695617329543,False
10317,614213,0.036154550689995166,False
10318,615605,0.02632665152976182,False
10319,579157,0.01624572627339974,False
10320,587997,0.005,False
10321,581588,0.004652625848145422,False
10322,641820,0.6157358035629624,True
10323,608136,0.009955963942962092,False
10324,581749,0.002413452372429852,False
10325,614022,0.004513301027784939,False
10326,554217,0.007291131438048934,False
10327,630794,0.051194964769889786,False
10328,561752,0.009429724555794747,False
10329,566408,0.04728631240433722,False
10330,606255,0.011679105090451933,False
10331,606567,0.0,False
10332,631595,0.03114250088684256,False
10333,612296,0.21199678037563888,False
10334,624164,0.020274329955797966,False
10335,579290,0.011761945237707952,False
10336,587802,0.004872387470971899,False
10337,636391,0.06460820954407273,False
10338,620232,0.020910629358067433,False
10339,574513,0.004913452372429852,False
10340,583400,0.07793093564130697,False
10341,621920,0.030952145549331928,False
10342,641881,0.07283699729284775,False
10343,569420,0.011500502824666725,False
10344,606608,0.035697266552157596,False
10345,614549,0.023900028883351895,False
10346,556724,0.027937447662826062,False
10347,560954,0.03795210675191538,False
10348,592233,0.0025,False
10349,579399,0.007313345107046893,False
10350,558900,0.03562821866553322,False
10351,635444,0.016418613072891962,False
10352,643228,0.24092820294269898,False
10353,562296,0.6781221763162371,True
10354,608279,0.016395525410319023,False
10355,577869,0.01427207857215375,False
10356,624602,0.013811286355355255,False
10357,635584,0.009426362782834551,False
10358,638158,0.01486904517570865,False
10359,563086,0.007158227314373652,False
10360,588643,0.012144204700121461,False
10361,579861,0.018631195470629143,False
10362,606186,0.7290226551634887,True
10363,572175,0.01661807504068335,False
10364,630207,0.09513187770758481,False
10365,558591,0.02921507926950095,False
10366,546522,0.0144974494921557,False
10367,610894,0.04920109815637352,False
10368,552471,0.05286353577217033,False
10369,618108,0.0,False
10370,614489,0.019313364296815655,False
10371,550232,0.018974295925349355,False
10372,618174,0.0047478676949012175,False
10373,579384,0.014089093570241074,False
10374,553246,0.049950656910172836,False
10375,551028,0.0262864490847234,False
10376,601373,0.07557899455284933,False
10377,588862,0.03343670757723482,False
10378,618455,0.027959796232111624,False
10379,563035,0.05762743209291947,False
10380,617353,0.01464958829830174,False
10381,556166,0.022390486530816416,False
10382,597861,0.01195172496998532,False
10383,599190,0.01516239447022132,False
10384,605537,0.03773557768431071,False
10385,549026,0.009236029039532025,False
10386,610943,0.012105008252033877,False
10387,545020,0.007466826875862905,False
10388,582844,0.01167584949206643,False
10389,620624,0.021670288366346782,False
10390,556506,0.0651891715919609,False
10391,634592,0.04259723591812417,False
10392,629515,0.031916799616620535,False
10393,556444,0.023934809359560272,False
10394,608586,0.030172874875537534,False
10395,563125,0.041192617050501014,False
10396,604258,0.17064479722599224,False
10397,576632,0.011886727855566954,False
10398,580681,0.0023723874709718996,False
10399,615351,0.0214636547599743,False
10400,613635,0.00978583984340175,False
10401,589093,0.6969159768209345,True
10402,584225,0.01178218351141485,False
10403,616551,0.0266777454526569,False
10404,596060,0.019358392266454087,False
10405,594602,0.023436765807375002,False
10406,631482,0.007434522587854325,False
10407,605798,0.05887532258217324,False
10408,605564,0.0047672192166586195,False
10409,544881,0.011661997107708998,False
10410,621997,0.04498328506472327,False
10411,596781,0.04707276868005428,False
10412,626943,0.0068118461893729694,False
10413,588527,0.05239385914606684,False
10414,639975,0.002434522587854325,False
10415,633270,0.834350941407772,True
10416,606799,0.019307510867255823,False
10417,575677,0.028492720433186847,False
10418,595560,0.0067478531725566285,False
10419,619749,0.031177075573294896,False
10420,557544,0.5635608821268668,True
10421,581300,0.03763247960122898,False
10422,554731,0.0019701268742791235,False
10423,563167,0.021473876291566704,False
10424,637014,0.011743069662841641,False
10425,635523,0.6713724274096744,True
10426,557190,0.004813345107046892,False
10427,639715,0.023524850567471195,False
10428,578595,0.002152625848145422,False
10429,546024,0.03442028275382475,False
10430,565128,0.15454829921041913,False
10431,622837,0.019455041628027775,False
10432,585144,0.019372866873209306,False
10433,595656,0.011970126874279124,False
10434,610203,0.00981013454896533,False
10435,643259,0.7121283881096933,True
10436,628736,0.026133060570760112,False
10437,580434,0.03929712342403822,False
10438,621403,0.0023133451070468923,False
10439,545839,0.0,False
10440,642589,0.006523308040015162,False
10441,550731,0.05492552967352309,False
10442,602481,0.09410619525443069,False
10443,552689,0.0070493080246809,False
10444,632278,0.025979576701851602,False
10445,562364,0.013285436404939939,False
10446,597858,0.05908951847765469,False
10447,555935,0.011532049175767589,False
10448,641730,0.026375829561377868,False
10449,595284,0.009570729954180669,False
10450,578016,0.07026884253255679,False
10451,627300,0.007081980675197417,False
10452,581090,0.6437936930947425,True
10453,612718,0.07028876236397474,False
10454,639198,0.022702990210679543,False
10455,629786,0.05711619804162524,False
10456,606916,0.05812552542115081,False
10457,610537,0.04404145018790534,False
10458,585040,0.05603990476593326,False
10459,561155,0.046042880508778736,False
10460,600732,0.034990208391718125,False
10461,573468,0.04343441773058073,False
10462,568751,0.002447342238768675,False
10463,552652,0.025663153111255756,False
10464,639006,0.006650700951608856,False
10465,608145,0.6164270164584256,True
10466,594992,0.0025,False
10467,600032,0.02391005384275052,False
10468,643134,0.07119355878670458,False
10469,558499,0.03875151275270036,False
10470,558373,0.02644051316905106,False
10471,579364,0.06032952377421481,False
10472,638415,0.048114356054273666,False
10473,546898,0.007106712232022649,False
10474,619154,0.004785839843401751,False
10475,630682,0.006487061640617595,False
10476,644700,0.0,False
10477,601223,0.03145564308005298,False
10478,631296,0.08118654376711135,False
10479,557263,0.024132163683811922,False
10480,559572,0.05897508303962548,False
10481,572337,0.002455963942962091,False
10482,642770,0.009140749439006503,False
10483,590916,0.030958317446286826,False
10484,594162,0.018688839882333604,False
10485,546126,0.014089757051565472,False
10486,547154,0.7319271309274901,True
10487,627211,0.016113768529501332,False
10488,589942,0.03865869824919966,False
10489,552635,0.014479530593005125,False
10490,631084,0.03523278946375081,False
10491,580828,0.021529201847884497,False
10492,562939,0.009313673890883709,False
10493,615539,0.08091538320696615,False
10494,623597,0.07996345106168679,False
10495,639029,0.0,False
10496,597284,0.007440217759952809,False
10497,633688,0.02618557509332477,False
10498,604062,0.02071651573065244,False
10499,564456,0.004005023364854155,False
10500,594619,0.002455963942962091,False
10501,546116,0.00937003880401162,False
10502,582417,0.0022036587883166475,False
10503,564880,0.01873896671464587,False
10504,633159,0.04745118859294965,False
10505,637689,0.0073723874709719,False
10506,614381,0.004619452724008328,False
10507,571380,0.016399851430073872,False
10508,584672,0.013548274442565704,False
10509,620092,0.01414441912655887,False
10510,598772,0.040170443372499136,False
10511,594467,0.009596384539132332,False
10512,620755,0.004652625848145422,False
10513,570149,0.006599684537548551,False
10514,572527,0.023233405962027637,False
10515,562799,0.009672628292884474,False
10516,567466,0.7327763371161298,True
10517,595174,0.016877425358170644,False
10518,603832,0.011665336807949017,False
10519,588238,0.017345778355061802,False
10520,547074,0.01653855381845954,False
10521,622758,0.05734395206933525,False
10522,640919,0.028700150826568772,False
10523,622441,0.004955963942962092,False
10524,576225,0.03183842099190682,False
10525,576716,0.007152625848145422,False
10526,560602,0.08965513035896318,False
10527,630335,0.01466592178851303,False
10528,560289,0.04542754456789183,False
10529,622225,0.024532705586837626,False
10530,602730,0.0165724134638675,False
10531,563743,0.021963845501820414,False
10532,567377,0.006960828980614175,False
10533,551542,0.02401012693953514,False
10534,625367,0.002152625848145422,False
10535,597864,0.009564080251123753,False
10536,546196,0.19258345972754312,False
10537,582575,0.05760005564437283,False
10538,609473,0.009341652441718931,False
10539,624754,0.049291316571522914,False
10540,568581,0.02174762961585074,False
10541,575212,0.6656603219885109,True
10542,603828,0.026263073355741344,False
10543,565124,0.011536011408449127,False
10544,640446,0.019713134135259616,False
10545,545677,0.056300925993764656,False
10546,586309,0.009294322369126305,False
10547,558832,0.024237417578788816,False
10548,589763,0.009362725984949371,False
10549,577659,0.0045241639606857535,False
10550,624162,0.6712444531520131,True
10551,548047,0.021216963901576742,False
10552,547731,0.016496028723747405,False
10553,581632,0.024405312045107028,False
10554,569833,0.021157208144345283,False
10555,568188,0.011760304734187215,False
10556,626786,0.017316758554160618,False
10557,601087,0.6180858468660616,True
10558,546112,0.03899081417364159,False
10559,640078,0.007191692780151852,False
10560,577386,0.002257170192297527,False
10561,631047,0.024814801836147083,False
10562,624788,0.02624282677796846,False
10563,608574,0.0025,False
10564,581902,0.016666327693929745,False
10565,546143,0.027606597039465795,False
10566,549584,0.011876995075415293,False
10567,641388,0.029384008005018593,False
10568,632238,0.014078716665386636,False
10569,632401,0.004652625848145422,False
10570,629127,0.018597239382324205,False
10571,602928,0.009470126874279124,False
10572,563428,0.009409796040442949,False
10573,548187,0.013874295465812665,False
10574,617022,0.03104597696892929,False
10575,582381,0.011761849515889052,False
10576,556240,0.02827452697327058,False
10577,636962,0.034028424376547836,False
10578,577848,0.02630118834869058,False
10579,638062,0.009679297529798124,False
10580,604602,0.05531928865548017,False
10581,606371,0.6806296191012886,True
10582,594454,0.01867438647102537,False
10583,555854,0.07735502867475129,False
10584,546344,0.11544266248979122,False
10585,625544,0.16186228882624035,False
10586,549304,0.06142943137871973,False
10587,571232,0.015617412150900244,False
10588,631502,0.030529251704645113,False
10589,627797,0.0,False
10590,624960,0.14199627314108684,False
10591,592872,0.009364247143649073,False
10592,561095,0.020530009901772898,False
10593,562288,0.009955963942962092,False
10594,630492,0.009620255165873117,False
10595,606499,0.012389714216926225,False
10596,593942,0.011851649100153185,False
10597,614966,0.009629557663269428,False
10598,641016,0.15060686494157663,False
10599,597206,0.02122289216896799,False
10600,642287,0.015881206091192444,False
10601,553887,0.018315951918456294,False
10602,551061,0.0858197033118334,False
10603,626617,0.009555679291851422,False
10604,584997,0.01853121337638955,False
10605,614119,0.00486904517570865,False
10606,602656,0.027818072180789705,False
10607,597785,0.011998404203207224,False
10608,634039,0.01415107962304993,False
10609,571667,0.039498405668192064,False
10610,607390,0.00724143264668055,False
10611,592539,0.015875785554132448,False
10612,585784,0.01223056107638743,False
10613,558722,0.0048479749602841765,False
10614,639747,0.02054222925052833,False
10615,563536,0.004652625848145422,False
10616,545851,0.15722799549402033,False
10617,549131,0.6971945701115652,True
10618,578964,0.009459535906971645,False
10619,641299,0.007066491376835932,False
10620,546823,0.014308479317581837,False
10621,546224,0.6458956513950866,True
10622,579877,0.0025,False
10623,578725,0.00962658650768947,False
10624,600169,0.0023723874709718996,False
10625,567618,0.0,False
10626,618440,0.013489694186213225,False
10627,570063,0.009973390884089904,False
10628,608828,0.014502799650119363,False
10629,559599,0.04992118693633998,False
10630,605091,0.6555794034833401,True
10631,594872,0.011896205211218053,False
10632,576385,0.0451862234702559,False
10633,545379,0.011378587528244126,False
10634,581698,0.045925288440136595,False
10635,566126,0.0023723874709718996,False
10636,584250,0.014447180227781145,False
10637,557327,0.012055932029876188,False
10638,585609,0.08594397687944275,False
10639,613110,0.0,False
10640,587711,0.04509068194384161,False
10641,550009,0.6926912935535525,True
10642,627806,0.015892050693341545,False
10643,584993,0.0047571701922975275,False
10644,609067,0.09319767269865163,False
10645,633337,0.0023723874709718996,False
10646,545627,0.026346197368274878,False
10647,586066,0.01922874261371807,False
10648,624136,0.10646371724966787,False
10649,579809,0.011516872991794496,False
10650,611496,0.009059282219064175,False
10651,610437,0.014114674169645696,False
10652,563279,0.04383266537704047,False
10653,578127,0.004872387470971899,False
10654,558345,0.051039545743027805,False
10655,640054,0.009442902770316319,False
10656,562466,0.010563006470982792,False
10657,567939,0.667346828108561,True
10658,605923,0.01483425849643714,False
10659,614634,0.009318382994245637,False
10660,641780,0.016880699896028414,False
10661,580547,0.0242908777306005,False
10662,578253,0.045295380907743724,False
10663,559062,0.01610757999037454,False
10664,566980,0.0,False
10665,559816,0.01702501331911732,False
10666,556762,0.02687146379289583,False
10667,573359,0.01392550686216396,False
10668,570635,0.16780996234881346,False
10669,545072,0.040513329170196705,False
10670,620976,0.7221892254838649,True
10671,550942,0.050483377927003845,False
10672,606090,0.013465775940310612,False
10673,622753,0.028067392384315205,False
10674,558943,0.07044584241448634,False
10675,591933,0.04349638947267056,False
10676,574311,0.0025,False
10677,554843,0.01674306966284164,False
10678,598139,0.004587148435999747,False
10679,620103,0.034834992521328975,False
10680,565406,0.0,False
10681,579080,0.02857634303511307,False
10682,604190,0.028612133331468247,False
10683,583514,0.07231139275182615,False
10684,575914,0.007165083664241756,False
10685,591293,0.0023723874709718996,False
10686,576212,0.1998823438648149,False
10687,546366,0.03111090593212304,False
10688,622850,0.07057548775803808,False
10689,597877,0.026736634614620974,False
10690,572599,0.0073723874709719,False
10691,641604,0.024367406975657303,False
10692,642443,0.02893827823336978,False
10693,560636,0.06699702951029521,False
10694,597646,0.00969375331534598,False
10695,594931,0.032746875845386804,False
10696,572331,0.01158235040394017,False
10697,556649,0.006686894748092274,False
10698,585887,0.02118153535438881,False
10699,585735,0.019143475498719816,False
10700,623006,0.0,False
10701,615645,0.0240733047724549,False
10702,630700,0.017083989288778603,False
10703,615020,0.07994019771687061,False
10704,562041,0.007147656723113943,False
10705,636124,0.02984509436824344,False
10706,619205,0.011861275988069115,False
10707,558529,0.0213411008168094,False
10708,620327,0.01881311011609845,False
10709,564572,0.01549883929491136,False
10710,552887,0.026125986326577037,False
10711,637327,0.004314507277120375,False
10712,626986,0.007117162412915699,False
10713,612277,0.01677713650661339,False
10714,591471,0.032857872851603694,False
10715,619051,0.030150569985363192,False
10716,599362,0.016188839882333602,False
10717,606254,0.012117162412915699,False
10718,575815,0.017737120842871643,False
10719,546923,0.009626215368006178,False
10720,639978,0.002057337084822848,False
10721,556657,0.031006714993741157,False
10722,599836,0.011204540990747518,False
10723,559218,0.011585852939034979,False
10724,596944,0.014344318628297275,False
10725,553955,0.004652625848145422,False
10726,587459,0.036191220454149915,False
10727,552109,0.6615181281532707,True
10728,546974,0.009183261009538741,False
10729,612152,0.004794224011680191,False
10730,554394,0.004691692780151853,False
10731,580530,0.031448236432427674,False
10732,575258,0.04040500499600666,False
10733,555365,0.012214561455427295,False
10734,630560,0.038590018601787186,False
10735,550969,0.006791359112381909,False
10736,575990,0.01766218677516647,False
10737,622251,0.033148955224435825,False
10738,546015,0.03776644534202385,False
10739,619242,0.026668166569198393,False
10740,581831,0.6717673698626637,True
10741,561084,0.017147656723113944,False
10742,570246,0.10406594954231675,False
10743,578356,0.0,False
10744,545449,0.011677803258389168,False
10745,588177,0.026648341740268755,False
10746,609626,0.025525846616827268,False
10747,582485,0.0,False
10748,594988,0.02334232024635706,False
10749,609591,0.0,False
10750,579066,0.055894437631494036,False
10751,548844,0.0,False
10752,631865,0.016286694686593627,False
10753,626566,0.03365230498523631,False
10754,615790,0.03334077688491476,False
10755,549161,0.0017478531725566276,False
10756,601139,0.02382271508330448,False
10757,590711,0.15895209876878394,False
10758,591162,0.004342514345251023,False
10759,635683,0.01956978406061454,False
10760,549867,0.004525013319117322,False
10761,580784,0.00687068219186974,False
10762,555295,0.0025,False
10763,600723,0.008742244709197017,False
10764,555808,0.6229566062809735,True
10765,624921,0.03379897675338015,False
10766,584832,0.00688217946649397,False
10767,614369,0.04035671581595788,False
10768,553580,0.011872988279401498,False
10769,605512,0.10454040760251837,False
10770,600225,0.01898031133978737,False
10771,640134,0.07021498333953571,False
10772,564006,0.008592879596703669,False
10773,639275,0.006487061640617595,False
10774,585840,0.19689337808963714,False
10775,548583,0.007190823944023339,False
10776,634885,0.02881254875445457,False
10777,602910,0.004390009648664678,False
10778,567300,0.045699531309773826,False
10779,562713,0.011924072471741924,False
10780,641428,0.03759283581958815,False
10781,553363,0.0381573870065897,False
10782,632967,0.01583530290260691,False
10783,590588,0.01672594220240176,False
10784,618632,0.0025,False
10785,560254,0.02398305189253376,False
10786,553105,0.005,False
10787,608905,0.018477595923765574,False
10788,554454,0.041644556500375456,False
10789,545650,0.11330796031846624,False
10790,602213,0.033563753559158103,False
10791,584805,0.017113047803762257,False
10792,565971,0.07047430345999238,False
10793,630368,0.06016215502664725,False
10794,566947,0.6395386424357651,True
10795,610823,0.01377406296915922,False
10796,556262,0.00938568849875684,False
10797,610775,0.011863474829758882,False
10798,582031,0.0310575732387042,False
10799,617169,0.0243276112685989,False
10800,627936,0.009525013319117322,False
10801,565076,0.021487308222920685,False
10802,557181,0.169787221692929,False
10803,574663,0.004260995873139496,False
10804,623582,0.028426669032237447,False
10805,614211,0.02572494007499176,False
10806,555693,0.009240183450638621,False
10807,567533,0.024474979866749357,False
10808,546208,0.039222176856967474,False
10809,575746,0.007336243191254849,False
10810,601628,0.0022571701922975275,False
10811,583729,0.0073723874709719,False
10812,576994,0.062113902551846074,False
10813,613638,0.010969789735823894,False
10814,590485,0.0048904865308164154,False
10815,616813,0.00982835141393399,False
10816,625441,0.06714614239853624,False
10817,565221,0.7546297205264686,True
10818,556689,0.019127784626761787,False
10819,549418,0.05694303391511249,False
10820,574299,0.032372418632335656,False
10821,557354,0.1170900276792056,False
10822,583736,0.03425838159876618,False
10823,614399,0.012107343994271469,False
10824,545367,0.0181330221406937,False
10825,629659,0.023542411269632545,False
10826,596537,0.012001945134241328,False
10827,619130,0.01914942440407725,False
